"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Request.Time","Drop.Time"
"518",2819,"City",53,"Trip Completed",2016-07-13 05:12:03,2016-07-13 06:23:03,"05:12:03","06:23:03"
"519",2932,"Airport",53,"Trip Completed",2016-07-13 06:28:49,2016-07-13 07:11:44,"06:28:49","07:11:44"
"520",3593,"City",53,"Trip Completed",2016-07-13 18:34:17,2016-07-13 19:27:56,"18:34:17","19:27:56"
"521",4760,"City",53,"Trip Completed",2016-07-14 15:19:28,2016-07-14 16:37:19,"15:19:28","16:37:19"
"522",6681,"Airport",53,"Trip Completed",2016-07-15 22:32:05,2016-07-15 23:34:39,"22:32:05","23:34:39"
"523",234,"City",54,"Trip Completed",2016-07-11 06:27:00,2016-07-11 07:23:00,"06:27:00","07:23:00"
"524",425,"Airport",54,"Trip Completed",2016-07-11 08:48:00,2016-07-11 09:34:00,"08:48:00","09:34:00"
"525",1528,"City",54,"Trip Completed",2016-07-12 05:58:00,2016-07-12 06:33:00,"05:58:00","06:33:00"
"526",1671,"Airport",54,"Trip Completed",2016-07-12 07:41:00,2016-07-12 08:50:00,"07:41:00","08:50:00"
"527",2223,"City",54,"Trip Completed",2016-07-12 18:07:00,2016-07-12 19:12:00,"18:07:00","19:12:00"
"528",3268,"Airport",54,"Trip Completed",2016-07-13 10:27:35,2016-07-13 11:31:51,"10:27:35","11:31:51"
"529",3530,"Airport",54,"Trip Completed",2016-07-13 17:53:27,2016-07-13 18:43:17,"17:53:27","18:43:17"
"530",4765,"Airport",54,"Trip Completed",2016-07-14 15:36:30,2016-07-14 16:41:07,"15:36:30","16:41:07"
"531",531,"City",55,"Trip Completed",2016-07-11 10:01:00,2016-07-11 10:36:00,"10:01:00","10:36:00"
"532",1721,"City",55,"Trip Completed",2016-07-12 08:10:00,2016-07-12 08:47:00,"08:10:00","08:47:00"
"533",2665,"Airport",55,"Trip Completed",2016-07-12 23:30:00,2016-07-13 00:37:17,"23:30:00","00:37:17"
"534",2951,"City",55,"Trip Completed",2016-07-13 06:40:10,2016-07-13 07:41:17,"06:40:10","07:41:17"
"535",3786,"Airport",55,"Trip Completed",2016-07-13 20:47:32,2016-07-13 21:35:51,"20:47:32","21:35:51"
"536",4049,"City",55,"Trip Completed",2016-07-14 01:03:12,2016-07-14 02:26:06,"01:03:12","02:26:06"
"537",4079,"Airport",55,"Trip Completed",2016-07-14 02:31:51,2016-07-14 03:33:26,"02:31:51","03:33:26"
"538",4233,"Airport",55,"Trip Completed",2016-07-14 05:51:41,2016-07-14 06:58:26,"05:51:41","06:58:26"
"539",4884,"Airport",55,"Trip Completed",2016-07-14 17:53:38,2016-07-14 19:06:04,"17:53:38","19:06:04"
"540",6350,"City",55,"Trip Completed",2016-07-15 18:57:26,2016-07-15 20:08:25,"18:57:26","20:08:25"
"541",1914,"Airport",56,"Trip Completed",2016-07-12 10:42:00,2016-07-12 11:52:00,"10:42:00","11:52:00"
"542",3205,"City",56,"Trip Completed",2016-07-13 09:38:10,2016-07-13 10:49:37,"09:38:10","10:49:37"
"543",3448,"City",56,"Trip Completed",2016-07-13 16:40:59,2016-07-13 17:35:37,"16:40:59","17:35:37"
"544",4628,"City",56,"Trip Completed",2016-07-14 11:13:24,2016-07-14 12:05:37,"11:13:24","12:05:37"
"545",5418,"City",56,"Trip Completed",2016-07-15 02:03:39,2016-07-15 03:13:00,"02:03:39","03:13:00"
"546",5654,"City",56,"Trip Completed",2016-07-15 06:56:12,2016-07-15 08:09:48,"06:56:12","08:09:48"
"547",614,"City",57,"Trip Completed",2016-07-11 11:49:00,2016-07-11 12:52:00,"11:49:00","12:52:00"
"548",1340,"City",57,"Trip Completed",2016-07-11 23:22:00,2016-07-11 23:55:00,"23:22:00","23:55:00"
"549",1576,"City",57,"Trip Completed",2016-07-12 06:27:00,2016-07-12 07:41:00,"06:27:00","07:41:00"
"550",1974,"Airport",57,"Trip Completed",2016-07-12 12:19:00,2016-07-12 13:07:00,"12:19:00","13:07:00"
"551",2597,"City",57,"Trip Completed",2016-07-12 21:52:00,2016-07-12 22:54:00,"21:52:00","22:54:00"
"552",4690,"City",57,"Trip Completed",2016-07-14 13:04:08,2016-07-14 13:45:06,"13:04:08","13:45:06"
"553",6267,"Airport",57,"Trip Completed",2016-07-15 18:10:03,2016-07-15 18:45:25,"18:10:03","18:45:25"
"554",660,"Airport",58,"Trip Completed",2016-07-11 12:55:00,2016-07-11 13:44:00,"12:55:00","13:44:00"
"555",943,"Airport",58,"Trip Completed",2016-07-11 18:34:00,2016-07-11 19:25:00,"18:34:00","19:25:00"
"556",1445,"Airport",58,"Trip Completed",2016-07-12 04:45:00,2016-07-12 06:02:00,"04:45:00","06:02:00"
"557",3070,"City",58,"Trip Completed",2016-07-13 07:53:05,2016-07-13 08:53:21,"07:53:05","08:53:21"
"558",3440,"City",58,"Trip Completed",2016-07-13 16:26:57,2016-07-13 17:04:40,"16:26:57","17:04:40"
"559",4503,"City",58,"Trip Completed",2016-07-14 09:05:45,2016-07-14 09:56:16,"09:05:45","09:56:16"
"560",4771,"Airport",58,"Trip Completed",2016-07-14 15:57:43,2016-07-14 16:25:11,"15:57:43","16:25:11"
"561",4797,"City",58,"Trip Completed",2016-07-14 16:55:26,2016-07-14 17:51:22,"16:55:26","17:51:22"
"562",4898,"Airport",58,"Trip Completed",2016-07-14 18:02:53,2016-07-14 19:08:17,"18:02:53","19:08:17"
"563",172,"Airport",59,"Trip Completed",2016-07-11 05:41:00,2016-07-11 06:19:00,"05:41:00","06:19:00"
"564",518,"City",59,"Trip Completed",2016-07-11 09:46:00,2016-07-11 10:42:00,"09:46:00","10:42:00"
"565",843,"Airport",59,"Trip Completed",2016-07-11 17:38:00,2016-07-11 18:31:00,"17:38:00","18:31:00"
"566",1070,"City",59,"Trip Completed",2016-07-11 19:58:00,2016-07-11 20:58:00,"19:58:00","20:58:00"
"567",2078,"Airport",59,"Trip Completed",2016-07-12 15:36:00,2016-07-12 16:22:00,"15:36:00","16:22:00"
"568",5382,"City",59,"Trip Completed",2016-07-14 00:08:01,2016-07-14 00:42:31,"00:08:01","00:42:31"
"569",4119,"City",59,"Trip Completed",2016-07-14 04:22:12,2016-07-14 05:42:08,"04:22:12","05:42:08"
"570",4623,"City",59,"Trip Completed",2016-07-14 11:00:10,2016-07-14 11:37:46,"11:00:10","11:37:46"
"571",620,"City",60,"Trip Completed",2016-07-11 12:04:00,2016-07-11 13:17:00,"12:04:00","13:17:00"
"572",1286,"Airport",60,"Trip Completed",2016-07-11 22:18:00,2016-07-11 22:59:00,"22:18:00","22:59:00"
"573",2482,"City",60,"Trip Completed",2016-07-12 20:45:00,2016-07-12 21:42:00,"20:45:00","21:42:00"
"574",3672,"Airport",60,"Trip Completed",2016-07-13 19:28:50,2016-07-13 20:34:16,"19:28:50","20:34:16"
"575",3959,"City",60,"Trip Completed",2016-07-13 22:51:04,2016-07-13 23:25:59,"22:51:04","23:25:59"
"576",4659,"City",60,"Trip Completed",2016-07-14 12:10:38,2016-07-14 13:10:26,"12:10:38","13:10:26"
"577",5060,"Airport",60,"Trip Completed",2016-07-14 19:26:16,2016-07-14 20:02:05,"19:26:16","20:02:05"
"578",5942,"City",60,"Trip Completed",2016-07-15 10:29:33,2016-07-15 11:23:49,"10:29:33","11:23:49"
"579",1349,"Airport",61,"Trip Completed",2016-07-11 23:41:00,2016-07-12 00:22:00,"23:41:00","00:22:00"
"580",2192,"Airport",61,"Trip Completed",2016-07-12 17:44:00,2016-07-12 18:39:00,"17:44:00","18:39:00"
"581",2323,"City",61,"Trip Completed",2016-07-12 19:06:00,2016-07-12 20:17:00,"19:06:00","20:17:00"
"582",2717,"City",61,"Trip Completed",2016-07-13 02:00:13,2016-07-13 02:55:01,"02:00:13","02:55:01"
"583",3338,"Airport",61,"Trip Completed",2016-07-13 12:36:47,2016-07-13 13:16:34,"12:36:47","13:16:34"
"584",4475,"City",61,"Trip Completed",2016-07-14 08:44:24,2016-07-14 09:25:43,"08:44:24","09:25:43"
"585",4786,"City",61,"Trip Completed",2016-07-14 16:40:36,2016-07-14 17:13:53,"16:40:36","17:13:53"
"586",5017,"City",61,"Trip Completed",2016-07-14 19:09:05,2016-07-14 20:01:24,"19:09:05","20:01:24"
"587",5580,"City",61,"Trip Completed",2016-07-15 05:51:48,2016-07-15 07:08:30,"05:51:48","07:08:30"
"588",6066,"Airport",61,"Trip Completed",2016-07-15 13:54:34,2016-07-15 14:44:05,"13:54:34","14:44:05"
"589",418,"City",62,"Trip Completed",2016-07-11 08:42:00,2016-07-11 09:24:00,"08:42:00","09:24:00"
"590",608,"Airport",62,"Trip Completed",2016-07-11 11:57:00,2016-07-11 12:48:00,"11:57:00","12:48:00"
"591",1842,"City",62,"Trip Completed",2016-07-12 09:40:00,2016-07-12 10:18:00,"09:40:00","10:18:00"
"592",4004,"City",62,"Trip Completed",2016-07-13 23:40:41,2016-07-14 00:21:38,"23:40:41","00:21:38"
"593",5791,"City",62,"Trip Completed",2016-07-15 08:35:12,2016-07-15 09:19:35,"08:35:12","09:19:35"
"594",6548,"Airport",62,"Trip Completed",2016-07-15 20:56:32,2016-07-15 21:45:32,"20:56:32","21:45:32"
"595",121,"Airport",63,"Trip Completed",2016-07-11 05:13:00,2016-07-11 06:08:00,"05:13:00","06:08:00"
"596",571,"Airport",63,"Trip Completed",2016-07-11 10:44:00,2016-07-11 11:44:00,"10:44:00","11:44:00"
"597",2444,"Airport",63,"Trip Completed",2016-07-12 20:23:00,2016-07-12 21:35:00,"20:23:00","21:35:00"
"598",2815,"City",63,"Trip Completed",2016-07-13 05:13:32,2016-07-13 05:42:58,"05:13:32","05:42:58"
"599",3510,"Airport",63,"Trip Completed",2016-07-13 17:42:32,2016-07-13 18:32:16,"17:42:32","18:32:16"
"600",5013,"City",63,"Trip Completed",2016-07-14 19:01:56,2016-07-14 19:37:00,"19:01:56","19:37:00"
"601",5457,"City",63,"Trip Completed",2016-07-15 03:56:41,2016-07-15 04:54:26,"03:56:41","04:54:26"
"602",5940,"City",63,"Trip Completed",2016-07-15 10:18:26,2016-07-15 11:12:53,"10:18:26","11:12:53"
"603",6197,"City",63,"Trip Completed",2016-07-15 17:24:24,2016-07-15 18:05:53,"17:24:24","18:05:53"
"604",6660,"Airport",63,"Trip Completed",2016-07-15 22:15:00,2016-07-15 23:14:39,"22:15:00","23:14:39"
"605",584,"Airport",64,"Trip Completed",2016-07-11 11:14:00,2016-07-11 12:25:00,"11:14:00","12:25:00"
"606",1741,"Airport",64,"Trip Completed",2016-07-12 08:32:00,2016-07-12 09:08:00,"08:32:00","09:08:00"
"607",2031,"City",64,"Trip Completed",2016-07-12 14:17:00,2016-07-12 14:51:00,"14:17:00","14:51:00"
"608",3158,"Airport",64,"Trip Completed",2016-07-13 09:07:00,2016-07-13 10:00:18,"09:07:00","10:00:18"
"609",3955,"Airport",64,"Trip Completed",2016-07-13 22:56:09,2016-07-13 23:50:55,"22:56:09","23:50:55"
"610",4384,"City",64,"Trip Completed",2016-07-14 07:49:20,2016-07-14 08:54:46,"07:49:20","08:54:46"
"611",5224,"City",64,"Trip Completed",2016-07-14 21:07:44,2016-07-14 22:19:37,"21:07:44","22:19:37"
"612",5394,"Airport",64,"Trip Completed",2016-07-15 00:47:57,2016-07-15 01:42:51,"00:47:57","01:42:51"
"613",5511,"Airport",64,"Trip Completed",2016-07-15 05:10:13,2016-07-15 06:09:36,"05:10:13","06:09:36"
"614",744,"City",65,"Trip Completed",2016-07-11 15:41:00,2016-07-11 16:30:00,"15:41:00","16:30:00"
"615",1634,"Airport",65,"Trip Completed",2016-07-12 07:13:00,2016-07-12 08:04:00,"07:13:00","08:04:00"
"616",1911,"Airport",65,"Trip Completed",2016-07-12 10:43:00,2016-07-12 11:41:00,"10:43:00","11:41:00"
"617",2608,"Airport",65,"Trip Completed",2016-07-12 21:59:00,2016-07-12 22:36:00,"21:59:00","22:36:00"
"618",3456,"Airport",65,"Trip Completed",2016-07-13 16:59:22,2016-07-13 17:47:12,"16:59:22","17:47:12"
"619",3561,"City",65,"Trip Completed",2016-07-13 18:14:34,2016-07-13 18:55:15,"18:14:34","18:55:15"
"620",5216,"Airport",65,"Trip Completed",2016-07-14 20:56:47,2016-07-14 21:45:04,"20:56:47","21:45:04"
"621",5573,"City",65,"Trip Completed",2016-07-15 05:48:54,2016-07-15 06:19:03,"05:48:54","06:19:03"
"622",5952,"Airport",65,"Trip Completed",2016-07-15 10:42:35,2016-07-15 11:20:09,"10:42:35","11:20:09"
"623",6093,"Airport",65,"Trip Completed",2016-07-15 14:34:33,2016-07-15 15:30:31,"14:34:33","15:30:31"
"624",6749,"Airport",65,"Trip Completed",2016-07-15 23:48:42,2016-07-16 00:36:53,"23:48:42","00:36:53"
"625",250,"Airport",66,"Trip Completed",2016-07-11 06:29:00,2016-07-11 07:34:00,"06:29:00","07:34:00"
"626",781,"City",66,"Trip Completed",2016-07-11 16:40:00,2016-07-11 17:41:00,"16:40:00","17:41:00"
"627",1681,"Airport",66,"Trip Completed",2016-07-12 07:53:00,2016-07-12 08:44:00,"07:53:00","08:44:00"
"628",3924,"Airport",66,"Trip Completed",2016-07-13 22:21:56,2016-07-13 23:04:13,"22:21:56","23:04:13"
"629",5271,"City",66,"Trip Completed",2016-07-14 21:33:30,2016-07-14 22:21:00,"21:33:30","22:21:00"
"630",5899,"Airport",66,"Trip Completed",2016-07-15 09:55:05,2016-07-15 10:23:11,"09:55:05","10:23:11"
"631",6273,"City",66,"Trip Completed",2016-07-15 18:09:45,2016-07-15 19:22:05,"18:09:45","19:22:05"
"632",630,"Airport",67,"Trip Completed",2016-07-11 12:16:00,2016-07-11 13:10:00,"12:16:00","13:10:00"
"633",679,"City",67,"Trip Completed",2016-07-11 13:22:00,2016-07-11 14:17:00,"13:22:00","14:17:00"
"634",782,"Airport",67,"Trip Completed",2016-07-11 16:46:00,2016-07-11 17:27:00,"16:46:00","17:27:00"
"635",1329,"Airport",67,"Trip Completed",2016-07-11 23:10:00,2016-07-11 23:45:00,"23:10:00","23:45:00"
"636",1712,"Airport",67,"Trip Completed",2016-07-12 08:14:00,2016-07-12 09:06:00,"08:14:00","09:06:00"
"637",2033,"City",67,"Trip Completed",2016-07-12 14:17:00,2016-07-12 14:59:00,"14:17:00","14:59:00"
"638",3094,"Airport",67,"Trip Completed",2016-07-13 08:21:01,2016-07-13 08:53:34,"08:21:01","08:53:34"
"639",4709,"Airport",67,"Trip Completed",2016-07-14 13:21:10,2016-07-14 14:22:19,"13:21:10","14:22:19"
"640",4948,"Airport",67,"Trip Completed",2016-07-14 18:28:34,2016-07-14 19:39:52,"18:28:34","19:39:52"
"641",5597,"City",67,"Trip Completed",2016-07-15 06:04:49,2016-07-15 07:00:21,"06:04:49","07:00:21"
"642",6747,"City",67,"Trip Completed",2016-07-15 23:47:37,2016-07-16 00:58:57,"23:47:37","00:58:57"
"643",1480,"Airport",68,"Trip Completed",2016-07-12 05:15:00,2016-07-12 06:06:00,"05:15:00","06:06:00"
"644",2013,"City",68,"Trip Completed",2016-07-12 13:35:00,2016-07-12 14:29:00,"13:35:00","14:29:00"
"645",2867,"Airport",68,"Trip Completed",2016-07-13 05:45:19,2016-07-13 06:28:32,"05:45:19","06:28:32"
"646",3377,"Airport",68,"Trip Completed",2016-07-13 14:17:32,2016-07-13 15:01:27,"14:17:32","15:01:27"
"647",4108,"City",68,"Trip Completed",2016-07-14 03:56:10,2016-07-14 04:38:59,"03:56:10","04:38:59"
"648",4368,"City",68,"Trip Completed",2016-07-14 07:38:59,2016-07-14 08:11:28,"07:38:59","08:11:28"
"649",4787,"City",68,"Trip Completed",2016-07-14 16:41:13,2016-07-14 17:15:13,"16:41:13","17:15:13"
"650",93,"City",69,"Trip Completed",2016-07-11 04:53:00,2016-07-11 05:30:00,"04:53:00","05:30:00"
"651",402,"Airport",69,"Trip Completed",2016-07-11 08:31:00,2016-07-11 09:02:00,"08:31:00","09:02:00"
"652",582,"City",69,"Trip Completed",2016-07-11 10:56:00,2016-07-11 11:59:00,"10:56:00","11:59:00"
"653",733,"City",69,"Trip Completed",2016-07-11 15:25:00,2016-07-11 16:30:00,"15:25:00","16:30:00"
"654",951,"Airport",69,"Trip Completed",2016-07-11 18:38:00,2016-07-11 19:10:00,"18:38:00","19:10:00"
"655",1889,"City",69,"Trip Completed",2016-07-12 10:14:00,2016-07-12 11:18:00,"10:14:00","11:18:00"
"656",2046,"Airport",69,"Trip Completed",2016-07-12 14:40:00,2016-07-12 15:22:00,"14:40:00","15:22:00"
"657",2664,"Airport",69,"Trip Completed",2016-07-12 23:26:00,2016-07-13 00:01:12,"23:26:00","00:01:12"
"658",2936,"City",69,"Trip Completed",2016-07-13 06:28:33,2016-07-13 07:42:26,"06:28:33","07:42:26"
"659",3740,"Airport",69,"Trip Completed",2016-07-13 20:22:06,2016-07-13 20:55:56,"20:22:06","20:55:56"
"660",4482,"Airport",69,"Trip Completed",2016-07-14 08:53:30,2016-07-14 09:52:26,"08:53:30","09:52:26"
"661",4718,"City",69,"Trip Completed",2016-07-14 13:41:23,2016-07-14 14:20:34,"13:41:23","14:20:34"
"662",4908,"Airport",69,"Trip Completed",2016-07-14 18:05:13,2016-07-14 18:34:08,"18:05:13","18:34:08"
"663",6278,"Airport",69,"Trip Completed",2016-07-15 18:13:31,2016-07-15 18:55:37,"18:13:31","18:55:37"
"664",514,"City",70,"Trip Completed",2016-07-11 09:45:00,2016-07-11 10:56:00,"09:45:00","10:56:00"
"665",703,"City",70,"Trip Completed",2016-07-11 14:11:00,2016-07-11 14:44:00,"14:11:00","14:44:00"
"666",947,"City",70,"Trip Completed",2016-07-11 18:37:00,2016-07-11 19:04:00,"18:37:00","19:04:00"
"667",2252,"City",70,"Trip Completed",2016-07-12 18:26:00,2016-07-12 19:00:00,"18:26:00","19:00:00"
"668",2896,"City",70,"Trip Completed",2016-07-13 05:59:51,2016-07-13 07:13:25,"05:59:51","07:13:25"
"669",3583,"Airport",70,"Trip Completed",2016-07-13 18:31:39,2016-07-13 19:25:25,"18:31:39","19:25:25"
"670",4263,"Airport",70,"Trip Completed",2016-07-14 06:10:32,2016-07-14 07:25:59,"06:10:32","07:25:59"
"671",4398,"City",70,"Trip Completed",2016-07-14 08:03:25,2016-07-14 09:01:47,"08:03:25","09:01:47"
"672",5029,"City",70,"Trip Completed",2016-07-14 19:16:39,2016-07-14 19:49:02,"19:16:39","19:49:02"
"673",5554,"Airport",70,"Trip Completed",2016-07-15 05:37:40,2016-07-15 06:10:15,"05:37:40","06:10:15"
"674",5746,"City",70,"Trip Completed",2016-07-15 07:52:17,2016-07-15 08:33:38,"07:52:17","08:33:38"
"675",5986,"Airport",70,"Trip Completed",2016-07-15 11:35:04,2016-07-15 12:30:23,"11:35:04","12:30:23"
"676",6140,"Airport",70,"Trip Completed",2016-07-15 15:54:52,2016-07-15 16:59:06,"15:54:52","16:59:06"
"677",6554,"City",70,"Trip Completed",2016-07-15 20:58:09,2016-07-15 21:56:10,"20:58:09","21:56:10"
"678",467,"City",71,"Trip Completed",2016-07-11 09:20:00,2016-07-11 10:17:00,"09:20:00","10:17:00"
"679",615,"City",71,"Trip Completed",2016-07-11 11:54:00,2016-07-11 12:43:00,"11:54:00","12:43:00"
"680",801,"Airport",71,"Trip Completed",2016-07-11 17:11:00,2016-07-11 18:24:00,"17:11:00","18:24:00"
"681",1587,"Airport",71,"Trip Completed",2016-07-12 06:31:00,2016-07-12 07:42:00,"06:31:00","07:42:00"
"682",1925,"City",71,"Trip Completed",2016-07-12 11:06:00,2016-07-12 11:51:00,"11:06:00","11:51:00"
"683",2527,"City",71,"Trip Completed",2016-07-12 21:11:00,2016-07-12 21:53:00,"21:11:00","21:53:00"
"684",3065,"Airport",71,"Trip Completed",2016-07-13 07:55:48,2016-07-13 08:26:59,"07:55:48","08:26:59"
"685",5031,"Airport",71,"Trip Completed",2016-07-14 19:12:52,2016-07-14 19:55:35,"19:12:52","19:55:35"
"686",160,"Airport",72,"Trip Completed",2016-07-11 05:38:00,2016-07-11 06:34:00,"05:38:00","06:34:00"
"687",2029,"City",72,"Trip Completed",2016-07-12 14:16:00,2016-07-12 15:09:00,"14:16:00","15:09:00"
"688",2543,"City",72,"Trip Completed",2016-07-12 21:16:00,2016-07-12 21:53:00,"21:16:00","21:53:00"
"689",2941,"Airport",72,"Trip Completed",2016-07-13 06:28:03,2016-07-13 07:19:44,"06:28:03","07:19:44"
"690",4766,"City",72,"Trip Completed",2016-07-14 15:40:51,2016-07-14 16:28:14,"15:40:51","16:28:14"
"691",5349,"Airport",72,"Trip Completed",2016-07-14 22:55:36,2016-07-14 23:22:32,"22:55:36","23:22:32"
"692",5409,"Airport",72,"Trip Completed",2016-07-15 01:36:28,2016-07-15 02:46:45,"01:36:28","02:46:45"
"693",6698,"Airport",72,"Trip Completed",2016-07-15 22:47:43,2016-07-15 23:51:58,"22:47:43","23:51:58"
"694",81,"Airport",73,"Trip Completed",2016-07-11 04:47:00,2016-07-11 06:00:00,"04:47:00","06:00:00"
"695",370,"City",73,"Trip Completed",2016-07-11 08:06:00,2016-07-11 08:32:00,"08:06:00","08:32:00"
"696",799,"Airport",73,"Trip Completed",2016-07-11 17:07:00,2016-07-11 17:53:00,"17:07:00","17:53:00"
"697",1300,"City",73,"Trip Completed",2016-07-11 22:31:00,2016-07-11 22:56:00,"22:31:00","22:56:00"
"698",1805,"Airport",73,"Trip Completed",2016-07-12 09:11:00,2016-07-12 10:03:00,"09:11:00","10:03:00"
"699",2410,"City",73,"Trip Completed",2016-07-12 20:05:00,2016-07-12 20:59:00,"20:05:00","20:59:00"
"700",2723,"Airport",73,"Trip Completed",2016-07-13 02:18:57,2016-07-13 03:10:15,"02:18:57","03:10:15"
"701",3240,"City",73,"Trip Completed",2016-07-13 10:06:24,2016-07-13 10:35:55,"10:06:24","10:35:55"
"702",3424,"City",73,"Trip Completed",2016-07-13 15:48:23,2016-07-13 16:53:47,"15:48:23","16:53:47"
"703",4188,"City",73,"Trip Completed",2016-07-14 05:29:47,2016-07-14 05:59:54,"05:29:47","05:59:54"
"704",5617,"City",73,"Trip Completed",2016-07-15 06:25:50,2016-07-15 07:36:28,"06:25:50","07:36:28"
"705",5932,"Airport",73,"Trip Completed",2016-07-15 10:09:21,2016-07-15 11:21:25,"10:09:21","11:21:25"
"706",6699,"City",73,"Trip Completed",2016-07-15 22:47:07,2016-07-15 23:37:30,"22:47:07","23:37:30"
"707",285,"City",74,"Trip Completed",2016-07-11 07:02:00,2016-07-11 07:40:00,"07:02:00","07:40:00"
"708",754,"City",74,"Trip Completed",2016-07-11 16:06:00,2016-07-11 16:53:00,"16:06:00","16:53:00"
"709",1449,"Airport",74,"Trip Completed",2016-07-12 04:53:00,2016-07-12 05:57:00,"04:53:00","05:57:00"
"710",2764,"Airport",74,"Trip Completed",2016-07-13 03:58:16,2016-07-13 04:42:07,"03:58:16","04:42:07"
"711",2859,"City",74,"Trip Completed",2016-07-13 05:39:10,2016-07-13 06:37:36,"05:39:10","06:37:36"
"712",3036,"Airport",74,"Trip Completed",2016-07-13 07:36:39,2016-07-13 08:45:40,"07:36:39","08:45:40"
"713",3934,"Airport",74,"Trip Completed",2016-07-13 22:20:43,2016-07-13 23:25:38,"22:20:43","23:25:38"
"714",4486,"City",74,"Trip Completed",2016-07-14 09:00:12,2016-07-14 09:39:07,"09:00:12","09:39:07"
"715",4996,"City",74,"Trip Completed",2016-07-14 18:52:05,2016-07-14 19:44:24,"18:52:05","19:44:24"
"716",5133,"Airport",74,"Trip Completed",2016-07-14 20:11:45,2016-07-14 20:45:59,"20:11:45","20:45:59"
"717",5887,"City",74,"Trip Completed",2016-07-15 09:39:16,2016-07-15 10:23:51,"09:39:16","10:23:51"
"718",6402,"Airport",74,"Trip Completed",2016-07-15 19:29:36,2016-07-15 20:41:40,"19:29:36","20:41:40"
"719",462,"City",75,"Trip Completed",2016-07-11 09:14:00,2016-07-11 10:30:00,"09:14:00","10:30:00"
"720",817,"City",75,"Trip Completed",2016-07-11 17:32:00,2016-07-11 18:23:00,"17:32:00","18:23:00"
"721",1790,"Airport",75,"Trip Completed",2016-07-12 09:06:00,2016-07-12 09:58:00,"09:06:00","09:58:00"
"722",2014,"City",75,"Trip Completed",2016-07-12 13:36:00,2016-07-12 14:09:00,"13:36:00","14:09:00"
"723",2165,"City",75,"Trip Completed",2016-07-12 17:31:00,2016-07-12 18:24:00,"17:31:00","18:24:00"
"724",2627,"City",75,"Trip Completed",2016-07-12 22:08:00,2016-07-12 22:56:00,"22:08:00","22:56:00"
"725",2968,"City",75,"Trip Completed",2016-07-13 06:54:38,2016-07-13 07:28:34,"06:54:38","07:28:34"
"726",3282,"Airport",75,"Trip Completed",2016-07-13 10:47:18,2016-07-13 11:24:06,"10:47:18","11:24:06"
"727",3544,"City",75,"Trip Completed",2016-07-13 17:54:21,2016-07-13 19:01:12,"17:54:21","19:01:12"
"728",5552,"Airport",75,"Trip Completed",2016-07-15 05:33:21,2016-07-15 06:28:41,"05:33:21","06:28:41"
"729",6657,"Airport",75,"Trip Completed",2016-07-15 22:11:53,2016-07-15 23:13:20,"22:11:53","23:13:20"
"730",88,"Airport",76,"Trip Completed",2016-07-11 04:54:00,2016-07-11 06:07:00,"04:54:00","06:07:00"
"731",201,"City",76,"Trip Completed",2016-07-11 06:09:00,2016-07-11 07:20:00,"06:09:00","07:20:00"
"732",847,"Airport",76,"Trip Completed",2016-07-11 17:49:00,2016-07-11 18:48:00,"17:49:00","18:48:00"
"733",1585,"Airport",76,"Trip Completed",2016-07-12 06:30:00,2016-07-12 07:27:00,"06:30:00","07:27:00"
"734",2116,"City",76,"Trip Completed",2016-07-12 16:33:00,2016-07-12 17:09:00,"16:33:00","17:09:00"
"735",2800,"Airport",76,"Trip Completed",2016-07-13 04:58:26,2016-07-13 05:27:13,"04:58:26","05:27:13"
"736",3066,"City",76,"Trip Completed",2016-07-13 07:57:03,2016-07-13 08:44:39,"07:57:03","08:44:39"
"737",3640,"City",76,"Trip Completed",2016-07-13 19:05:17,2016-07-13 19:46:35,"19:05:17","19:46:35"
"738",4162,"City",76,"Trip Completed",2016-07-14 05:06:45,2016-07-14 06:16:57,"05:06:45","06:16:57"
"739",4892,"Airport",76,"Trip Completed",2016-07-14 17:59:40,2016-07-14 19:08:42,"17:59:40","19:08:42"
"740",5038,"City",76,"Trip Completed",2016-07-14 19:20:13,2016-07-14 19:47:40,"19:20:13","19:47:40"
"741",6417,"City",76,"Trip Completed",2016-07-15 19:44:20,2016-07-15 20:44:57,"19:44:20","20:44:57"
"742",376,"City",77,"Trip Completed",2016-07-11 08:11:00,2016-07-11 08:49:00,"08:11:00","08:49:00"
"743",899,"City",77,"Trip Completed",2016-07-11 18:09:00,2016-07-11 19:16:00,"18:09:00","19:16:00"
"744",1112,"Airport",77,"Trip Completed",2016-07-11 20:15:00,2016-07-11 21:07:00,"20:15:00","21:07:00"
"745",1444,"City",77,"Trip Completed",2016-07-12 04:43:00,2016-07-12 05:56:00,"04:43:00","05:56:00"
"746",1993,"City",77,"Trip Completed",2016-07-12 12:50:00,2016-07-12 13:42:00,"12:50:00","13:42:00"
"747",2417,"City",77,"Trip Completed",2016-07-12 19:59:00,2016-07-12 21:22:00,"19:59:00","21:22:00"
"748",3318,"City",77,"Trip Completed",2016-07-13 12:25:28,2016-07-13 13:07:25,"12:25:28","13:07:25"
"749",3529,"Airport",77,"Trip Completed",2016-07-13 17:53:17,2016-07-13 18:36:10,"17:53:17","18:36:10"
"750",4322,"Airport",77,"Trip Completed",2016-07-14 07:04:32,2016-07-14 07:30:47,"07:04:32","07:30:47"
