"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Request.Time","Drop.Time","Travel_Time"
"831",2914,"Airport",85,"Trip Completed",2016-07-13 06:16:45,2016-07-13 06:51:33,"06:16:45","06:51:33",34.8
"832",3434,"Airport",85,"Trip Completed",2016-07-13 16:07:30,2016-07-13 16:48:47,"16:07:30","16:48:47",41.2833333333333
"833",3454,"City",85,"Trip Completed",2016-07-13 16:57:25,2016-07-13 18:07:08,"16:57:25","18:07:08",69.7166666666667
"834",3809,"City",85,"Trip Completed",2016-07-13 20:58:30,2016-07-13 21:43:20,"20:58:30","21:43:20",44.8333333333333
"835",3947,"Airport",85,"Trip Completed",2016-07-13 22:39:30,2016-07-13 23:15:31,"22:39:30","23:15:31",36.0166666666667
"836",4319,"Airport",85,"Trip Completed",2016-07-14 06:54:47,2016-07-14 08:09:53,"06:54:47","08:09:53",75.1
"837",4716,"City",85,"Trip Completed",2016-07-14 13:36:45,2016-07-14 14:08:52,"13:36:45","14:08:52",32.1166666666667
"838",5790,"Airport",85,"Trip Completed",2016-07-15 08:31:42,2016-07-15 09:40:10,"08:31:42","09:40:10",68.4666666666667
"839",6205,"Airport",85,"Trip Completed",2016-07-15 17:26:43,2016-07-15 18:38:55,"17:26:43","18:38:55",72.2
"840",6727,"Airport",85,"Trip Completed",2016-07-15 23:25:29,2016-07-16 00:19:56,"23:25:29","00:19:56",54.45
"841",51,"City",86,"Trip Completed",2016-07-11 03:34:00,2016-07-11 04:33:00,"03:34:00","04:33:00",59
"842",446,"City",86,"Trip Completed",2016-07-11 09:07:00,2016-07-11 10:08:00,"09:07:00","10:08:00",61
"843",1252,"City",86,"Trip Completed",2016-07-11 21:51:00,2016-07-11 22:58:00,"21:51:00","22:58:00",67
"844",1380,"Airport",86,"Trip Completed",2016-07-12 01:01:00,2016-07-12 02:15:00,"01:01:00","02:15:00",74
"845",1638,"City",86,"Trip Completed",2016-07-12 07:15:00,2016-07-12 07:50:00,"07:15:00","07:50:00",35
"846",2152,"Airport",86,"Trip Completed",2016-07-12 17:25:00,2016-07-12 17:55:00,"17:25:00","17:55:00",30
"847",3125,"City",86,"Trip Completed",2016-07-13 08:45:44,2016-07-13 09:19:27,"08:45:44","09:19:27",33.7166666666667
"848",3366,"City",86,"Trip Completed",2016-07-13 13:45:51,2016-07-13 14:34:41,"13:45:51","14:34:41",48.8333333333333
"849",4632,"Airport",86,"Trip Completed",2016-07-14 11:21:39,2016-07-14 12:20:11,"11:21:39","12:20:11",58.5333333333333
"850",5924,"City",86,"Trip Completed",2016-07-15 10:09:09,2016-07-15 10:47:56,"10:09:09","10:47:56",38.7833333333333
"851",6133,"Airport",86,"Trip Completed",2016-07-15 15:43:08,2016-07-15 16:15:26,"15:43:08","16:15:26",32.3
"852",6316,"Airport",86,"Trip Completed",2016-07-15 18:35:07,2016-07-15 19:07:32,"18:35:07","19:07:32",32.4166666666667
"853",6609,"City",86,"Trip Completed",2016-07-15 21:44:29,2016-07-15 22:55:40,"21:44:29","22:55:40",71.1833333333333
"854",246,"Airport",87,"Trip Completed",2016-07-11 06:35:00,2016-07-11 07:10:00,"06:35:00","07:10:00",35
"855",980,"Airport",87,"Trip Completed",2016-07-11 19:00:00,2016-07-11 20:15:00,"19:00:00","20:15:00",75
"856",1677,"City",87,"Trip Completed",2016-07-12 07:38:00,2016-07-12 08:16:00,"07:38:00","08:16:00",38
"857",4620,"City",87,"Trip Completed",2016-07-14 10:59:15,2016-07-14 12:14:06,"10:59:15","12:14:06",74.85
"858",4848,"Airport",87,"Trip Completed",2016-07-14 17:33:47,2016-07-14 18:16:00,"17:33:47","18:16:00",42.2166666666667
"859",5402,"Airport",87,"Trip Completed",2016-07-15 01:06:24,2016-07-15 01:48:20,"01:06:24","01:48:20",41.9333333333333
"860",5971,"Airport",87,"Trip Completed",2016-07-15 11:04:56,2016-07-15 11:47:41,"11:04:56","11:47:41",42.75
"861",6113,"City",87,"Trip Completed",2016-07-15 15:15:03,2016-07-15 16:22:39,"15:15:03","16:22:39",67.6
"862",6508,"City",87,"Trip Completed",2016-07-15 20:40:24,2016-07-15 21:39:52,"20:40:24","21:39:52",59.4666666666667
"863",746,"Airport",88,"Trip Completed",2016-07-11 15:47:00,2016-07-11 16:34:00,"15:47:00","16:34:00",47
"864",1488,"Airport",88,"Trip Completed",2016-07-12 05:31:00,2016-07-12 06:38:00,"05:31:00","06:38:00",67
"865",1838,"City",88,"Trip Completed",2016-07-12 09:40:00,2016-07-12 10:10:00,"09:40:00","10:10:00",30
"866",2839,"Airport",88,"Trip Completed",2016-07-13 05:20:59,2016-07-13 06:05:31,"05:20:59","06:05:31",44.5333333333333
"867",4391,"City",88,"Trip Completed",2016-07-14 07:52:04,2016-07-14 09:02:00,"07:52:04","09:02:00",69.9333333333333
"868",4701,"City",88,"Trip Completed",2016-07-14 13:09:42,2016-07-14 13:49:32,"13:09:42","13:49:32",39.8333333333333
"869",5171,"Airport",88,"Trip Completed",2016-07-14 20:29:51,2016-07-14 21:35:12,"20:29:51","21:35:12",65.35
"870",5962,"City",88,"Trip Completed",2016-07-15 10:48:38,2016-07-15 11:55:36,"10:48:38","11:55:36",66.9666666666667
"871",6118,"City",88,"Trip Completed",2016-07-15 15:17:12,2016-07-15 16:19:24,"15:17:12","16:19:24",62.2
"872",6450,"City",88,"Trip Completed",2016-07-15 20:01:09,2016-07-15 20:59:46,"20:01:09","20:59:46",58.6166666666667
"873",257,"Airport",89,"Trip Completed",2016-07-11 06:38:00,2016-07-11 07:50:00,"06:38:00","07:50:00",72
"874",708,"Airport",89,"Trip Completed",2016-07-11 14:16:00,2016-07-11 14:48:00,"14:16:00","14:48:00",32
"875",891,"Airport",89,"Trip Completed",2016-07-11 18:10:00,2016-07-11 19:14:00,"18:10:00","19:14:00",64
"876",1748,"City",89,"Trip Completed",2016-07-12 08:33:00,2016-07-12 09:14:00,"08:33:00","09:14:00",41
"877",2625,"City",89,"Trip Completed",2016-07-12 22:09:00,2016-07-12 23:18:00,"22:09:00","23:18:00",69
"878",3989,"City",89,"Trip Completed",2016-07-13 23:21:15,2016-07-14 00:31:11,"23:21:15","00:31:11",69.9333333333333
"879",5285,"Airport",89,"Trip Completed",2016-07-14 21:42:42,2016-07-14 22:12:28,"21:42:42","22:12:28",29.7666666666667
"880",6461,"City",89,"Trip Completed",2016-07-15 20:12:18,2016-07-15 21:12:20,"20:12:18","21:12:20",60.0333333333333
"881",1563,"Airport",90,"Trip Completed",2016-07-12 06:16:00,2016-07-12 07:32:00,"06:16:00","07:32:00",76
"882",2207,"Airport",90,"Trip Completed",2016-07-12 17:56:00,2016-07-12 19:14:00,"17:56:00","19:14:00",78
"883",2879,"City",90,"Trip Completed",2016-07-13 05:59:51,2016-07-13 06:50:15,"05:59:51","06:50:15",50.4
"884",3644,"Airport",90,"Trip Completed",2016-07-13 19:08:59,2016-07-13 19:54:48,"19:08:59","19:54:48",45.8166666666667
"885",3996,"Airport",90,"Trip Completed",2016-07-13 23:36:34,2016-07-14 00:35:55,"23:36:34","00:35:55",59.35
"886",4355,"City",90,"Trip Completed",2016-07-14 07:19:07,2016-07-14 07:59:34,"07:19:07","07:59:34",40.45
"887",4758,"City",90,"Trip Completed",2016-07-14 15:26:32,2016-07-14 16:07:31,"15:26:32","16:07:31",40.9833333333333
"888",6001,"Airport",90,"Trip Completed",2016-07-15 12:07:54,2016-07-15 13:18:10,"12:07:54","13:18:10",70.2666666666667
"889",1181,"Airport",91,"Trip Completed",2016-07-11 21:04:00,2016-07-11 22:06:00,"21:04:00","22:06:00",62
"890",1297,"City",91,"Trip Completed",2016-07-11 22:22:00,2016-07-11 23:03:00,"22:22:00","23:03:00",41
"891",1429,"City",91,"Trip Completed",2016-07-12 04:41:00,2016-07-12 05:22:00,"04:41:00","05:22:00",41
"892",2104,"City",91,"Trip Completed",2016-07-12 16:07:00,2016-07-12 17:04:00,"16:07:00","17:04:00",57
"893",2736,"City",91,"Trip Completed",2016-07-13 02:43:10,2016-07-13 03:54:57,"02:43:10","03:54:57",71.7833333333333
"894",3615,"City",91,"Trip Completed",2016-07-13 18:56:23,2016-07-13 19:43:28,"18:56:23","19:43:28",47.0833333333333
"895",4719,"Airport",91,"Trip Completed",2016-07-14 13:43:28,2016-07-14 14:46:06,"13:43:28","14:46:06",62.6333333333333
"896",4748,"City",91,"Trip Completed",2016-07-14 15:03:23,2016-07-14 16:22:04,"15:03:23","16:22:04",78.6833333333333
"897",870,"City",92,"Trip Completed",2016-07-11 17:57:00,2016-07-11 18:41:00,"17:57:00","18:41:00",44
"898",2124,"Airport",92,"Trip Completed",2016-07-12 16:53:00,2016-07-12 17:31:00,"16:53:00","17:31:00",38
"899",2457,"Airport",92,"Trip Completed",2016-07-12 20:31:00,2016-07-12 21:39:00,"20:31:00","21:39:00",68
"900",2621,"City",92,"Trip Completed",2016-07-12 22:05:00,2016-07-12 22:58:00,"22:05:00","22:58:00",53
"901",3168,"City",92,"Trip Completed",2016-07-13 09:12:04,2016-07-13 10:08:48,"09:12:04","10:08:48",56.7333333333333
"902",3285,"Airport",92,"Trip Completed",2016-07-13 10:59:12,2016-07-13 12:00:50,"10:59:12","12:00:50",61.6333333333333
"903",3315,"City",92,"Trip Completed",2016-07-13 12:09:28,2016-07-13 13:19:04,"12:09:28","13:19:04",69.6
"904",5585,"City",92,"Trip Completed",2016-07-15 05:58:43,2016-07-15 07:10:36,"05:58:43","07:10:36",71.8833333333333
"905",6235,"City",92,"Trip Completed",2016-07-15 17:47:05,2016-07-15 18:20:13,"17:47:05","18:20:13",33.1333333333333
"906",913,"Airport",93,"Trip Completed",2016-07-11 18:18:00,2016-07-11 19:15:00,"18:18:00","19:15:00",57
"907",1852,"City",93,"Trip Completed",2016-07-12 09:43:00,2016-07-12 10:58:00,"09:43:00","10:58:00",75
"908",3117,"Airport",93,"Trip Completed",2016-07-13 08:34:53,2016-07-13 09:07:49,"08:34:53","09:07:49",32.9333333333333
"909",3392,"Airport",93,"Trip Completed",2016-07-13 14:46:13,2016-07-13 15:17:16,"14:46:13","15:17:16",31.05
"910",4722,"City",93,"Trip Completed",2016-07-14 13:50:32,2016-07-14 14:59:32,"13:50:32","14:59:32",69
"911",692,"Airport",94,"Trip Completed",2016-07-11 13:49:00,2016-07-11 14:29:00,"13:49:00","14:29:00",40
"912",1351,"Airport",94,"Trip Completed",2016-07-11 23:44:00,2016-07-12 00:49:00,"23:44:00","00:49:00",65
"913",1800,"City",94,"Trip Completed",2016-07-12 09:09:00,2016-07-12 10:05:00,"09:09:00","10:05:00",56
"914",2434,"City",94,"Trip Completed",2016-07-12 20:16:00,2016-07-12 21:15:00,"20:16:00","21:15:00",59
"915",3212,"City",94,"Trip Completed",2016-07-13 09:48:28,2016-07-13 10:45:47,"09:48:28","10:45:47",57.3166666666667
"916",3340,"City",94,"Trip Completed",2016-07-13 12:45:18,2016-07-13 13:37:51,"12:45:18","13:37:51",52.55
"917",3598,"Airport",94,"Trip Completed",2016-07-13 18:38:49,2016-07-13 19:40:08,"18:38:49","19:40:08",61.3166666666667
"918",53,"Airport",95,"Trip Completed",2016-07-11 03:30:00,2016-07-11 04:22:00,"03:30:00","04:22:00",52
"919",3558,"Airport",95,"Trip Completed",2016-07-13 18:14:56,2016-07-13 18:51:03,"18:14:56","18:51:03",36.1166666666667
"920",4257,"City",95,"Trip Completed",2016-07-14 06:10:44,2016-07-14 07:08:09,"06:10:44","07:08:09",57.4166666666667
"921",4869,"City",95,"Trip Completed",2016-07-14 17:49:44,2016-07-14 18:20:32,"17:49:44","18:20:32",30.8
"922",5548,"City",95,"Trip Completed",2016-07-15 05:24:22,2016-07-15 06:06:40,"05:24:22","06:06:40",42.3
"923",5630,"Airport",95,"Trip Completed",2016-07-15 06:32:35,2016-07-15 07:14:40,"06:32:35","07:14:40",42.0833333333333
"924",6645,"City",95,"Trip Completed",2016-07-15 22:10:21,2016-07-15 23:00:45,"22:10:21","23:00:45",50.4
"925",156,"Airport",96,"Trip Completed",2016-07-11 05:35:00,2016-07-11 06:40:00,"05:35:00","06:40:00",65
"926",350,"City",96,"Trip Completed",2016-07-11 07:53:00,2016-07-11 08:40:00,"07:53:00","08:40:00",47
"927",976,"Airport",96,"Trip Completed",2016-07-11 18:54:00,2016-07-11 19:48:00,"18:54:00","19:48:00",54
"928",1344,"City",96,"Trip Completed",2016-07-11 23:35:00,2016-07-12 00:39:00,"23:35:00","00:39:00",64
"929",1524,"City",96,"Trip Completed",2016-07-12 05:50:00,2016-07-12 06:59:00,"05:50:00","06:59:00",69
"930",2143,"Airport",96,"Trip Completed",2016-07-12 17:15:00,2016-07-12 17:56:00,"17:15:00","17:56:00",41
"931",2353,"City",96,"Trip Completed",2016-07-12 19:31:00,2016-07-12 20:23:00,"19:31:00","20:23:00",52
"932",3028,"Airport",96,"Trip Completed",2016-07-13 07:28:45,2016-07-13 08:14:23,"07:28:45","08:14:23",45.6333333333333
"933",3913,"Airport",96,"Trip Completed",2016-07-13 22:14:24,2016-07-13 22:56:32,"22:14:24","22:56:32",42.1333333333333
"934",4274,"City",96,"Trip Completed",2016-07-14 06:18:59,2016-07-14 07:27:20,"06:18:59","07:27:20",68.35
"935",4673,"City",96,"Trip Completed",2016-07-14 12:35:29,2016-07-14 13:44:08,"12:35:29","13:44:08",68.65
"936",6198,"Airport",96,"Trip Completed",2016-07-15 17:23:01,2016-07-15 18:11:45,"17:23:01","18:11:45",48.7333333333333
"937",569,"Airport",97,"Trip Completed",2016-07-11 10:37:00,2016-07-11 11:44:00,"10:37:00","11:44:00",67
"938",1626,"Airport",97,"Trip Completed",2016-07-12 06:58:00,2016-07-12 07:49:00,"06:58:00","07:49:00",51
"939",3505,"City",97,"Trip Completed",2016-07-13 17:37:40,2016-07-13 18:22:34,"17:37:40","18:22:34",44.9
"940",3758,"City",97,"Trip Completed",2016-07-13 20:37:56,2016-07-13 21:16:23,"20:37:56","21:16:23",38.45
"941",4649,"City",97,"Trip Completed",2016-07-14 11:50:27,2016-07-14 12:44:54,"11:50:27","12:44:54",54.45
"942",4745,"Airport",97,"Trip Completed",2016-07-14 15:06:01,2016-07-14 16:05:37,"15:06:01","16:05:37",59.6
"943",5354,"Airport",97,"Trip Completed",2016-07-14 23:07:32,2016-07-15 00:01:32,"23:07:32","00:01:32",54
"944",5953,"City",97,"Trip Completed",2016-07-15 10:42:09,2016-07-15 11:38:44,"10:42:09","11:38:44",56.5833333333333
"945",6577,"City",97,"Trip Completed",2016-07-15 21:19:03,2016-07-15 21:48:54,"21:19:03","21:48:54",29.85
"946",1565,"Airport",98,"Trip Completed",2016-07-12 06:21:00,2016-07-12 07:32:00,"06:21:00","07:32:00",71
"947",1973,"Airport",98,"Trip Completed",2016-07-12 12:17:00,2016-07-12 12:47:00,"12:17:00","12:47:00",30
"948",2363,"Airport",98,"Trip Completed",2016-07-12 19:31:00,2016-07-12 20:32:00,"19:31:00","20:32:00",61
"949",2994,"City",98,"Trip Completed",2016-07-13 07:15:27,2016-07-13 08:12:48,"07:15:27","08:12:48",57.35
"950",3201,"Airport",98,"Trip Completed",2016-07-13 09:33:26,2016-07-13 10:17:39,"09:33:26","10:17:39",44.2166666666667
"951",3511,"City",98,"Trip Completed",2016-07-13 17:38:17,2016-07-13 18:54:39,"17:38:17","18:54:39",76.3666666666667
"952",3956,"Airport",98,"Trip Completed",2016-07-13 22:47:55,2016-07-13 23:41:58,"22:47:55","23:41:58",54.05
"953",4359,"City",98,"Trip Completed",2016-07-14 07:27:05,2016-07-14 08:03:57,"07:27:05","08:03:57",36.8666666666667
"954",4798,"City",98,"Trip Completed",2016-07-14 16:52:26,2016-07-14 17:39:23,"16:52:26","17:39:23",46.95
"955",5955,"Airport",98,"Trip Completed",2016-07-15 10:45:56,2016-07-15 11:48:25,"10:45:56","11:48:25",62.4833333333333
"956",6117,"Airport",98,"Trip Completed",2016-07-15 15:17:13,2016-07-15 16:06:54,"15:17:13","16:06:54",49.6833333333333
"957",6252,"City",98,"Trip Completed",2016-07-15 18:00:40,2016-07-15 18:46:03,"18:00:40","18:46:03",45.3833333333333
"958",101,"Airport",99,"Trip Completed",2016-07-11 05:08:00,2016-07-11 06:09:00,"05:08:00","06:09:00",61
"959",351,"City",99,"Trip Completed",2016-07-11 07:53:00,2016-07-11 08:55:00,"07:53:00","08:55:00",62
"960",871,"City",99,"Trip Completed",2016-07-11 17:57:00,2016-07-11 18:42:00,"17:57:00","18:42:00",45
"961",1330,"Airport",99,"Trip Completed",2016-07-11 23:11:00,2016-07-12 00:14:00,"23:11:00","00:14:00",63
"962",3227,"Airport",99,"Trip Completed",2016-07-13 09:52:49,2016-07-13 10:33:38,"09:52:49","10:33:38",40.8166666666667
"963",4921,"City",99,"Trip Completed",2016-07-14 18:14:26,2016-07-14 19:20:18,"18:14:26","19:20:18",65.8666666666667
"964",5373,"City",99,"Trip Completed",2016-07-14 23:42:23,2016-07-15 00:17:24,"23:42:23","00:17:24",35.0166666666667
"965",6612,"Airport",99,"Trip Completed",2016-07-15 21:49:41,2016-07-15 22:28:38,"21:49:41","22:28:38",38.95
"966",50,"City",100,"Trip Completed",2016-07-11 03:22:00,2016-07-11 03:57:00,"03:22:00","03:57:00",35
"967",102,"Airport",100,"Trip Completed",2016-07-11 05:01:00,2016-07-11 05:38:00,"05:01:00","05:38:00",37
"968",211,"City",100,"Trip Completed",2016-07-11 06:08:00,2016-07-11 06:47:00,"06:08:00","06:47:00",39
"969",510,"City",100,"Trip Completed",2016-07-11 09:40:00,2016-07-11 11:01:00,"09:40:00","11:01:00",81
"970",1548,"Airport",100,"Trip Completed",2016-07-12 06:10:00,2016-07-12 07:12:00,"06:10:00","07:12:00",62
"971",2208,"City",100,"Trip Completed",2016-07-12 17:59:00,2016-07-12 19:00:00,"17:59:00","19:00:00",61
"972",4030,"City",100,"Trip Completed",2016-07-14 00:13:43,2016-07-14 00:47:55,"00:13:43","00:47:55",34.2
"973",4370,"City",100,"Trip Completed",2016-07-14 07:36:53,2016-07-14 08:16:29,"07:36:53","08:16:29",39.6
"974",5834,"Airport",100,"Trip Completed",2016-07-15 08:54:03,2016-07-15 10:05:53,"08:54:03","10:05:53",71.8333333333333
"975",639,"City",101,"Trip Completed",2016-07-11 12:28:00,2016-07-11 12:56:00,"12:28:00","12:56:00",28
"976",1451,"Airport",101,"Trip Completed",2016-07-12 04:53:00,2016-07-12 05:40:00,"04:53:00","05:40:00",47
"977",2335,"City",101,"Trip Completed",2016-07-12 19:15:00,2016-07-12 20:02:00,"19:15:00","20:02:00",47
"978",2572,"Airport",101,"Trip Completed",2016-07-12 21:35:00,2016-07-12 22:42:00,"21:35:00","22:42:00",67
"979",3326,"Airport",101,"Trip Completed",2016-07-13 12:29:20,2016-07-13 13:09:40,"12:29:20","13:09:40",40.3333333333333
"980",3916,"City",101,"Trip Completed",2016-07-13 22:08:13,2016-07-13 23:22:35,"22:08:13","23:22:35",74.3666666666667
"981",4514,"City",101,"Trip Completed",2016-07-14 09:16:24,2016-07-14 10:16:38,"09:16:24","10:16:38",60.2333333333333
"982",6604,"City",101,"Trip Completed",2016-07-15 21:42:04,2016-07-15 22:19:18,"21:42:04","22:19:18",37.2333333333333
"983",373,"Airport",102,"Trip Completed",2016-07-11 08:09:00,2016-07-11 09:16:00,"08:09:00","09:16:00",67
"984",1338,"Airport",102,"Trip Completed",2016-07-11 23:23:00,2016-07-11 23:58:00,"23:23:00","23:58:00",35
"985",1830,"City",102,"Trip Completed",2016-07-12 09:33:00,2016-07-12 10:43:00,"09:33:00","10:43:00",70
"986",2274,"City",102,"Trip Completed",2016-07-12 18:33:00,2016-07-12 19:22:00,"18:33:00","19:22:00",49
"987",3224,"Airport",102,"Trip Completed",2016-07-13 09:52:22,2016-07-13 10:28:33,"09:52:22","10:28:33",36.1833333333333
"988",5321,"City",102,"Trip Completed",2016-07-14 22:09:50,2016-07-14 22:46:06,"22:09:50","22:46:06",36.2666666666667
"989",5520,"City",102,"Trip Completed",2016-07-15 05:17:46,2016-07-15 06:01:41,"05:17:46","06:01:41",43.9166666666667
"990",5842,"City",102,"Trip Completed",2016-07-15 09:04:30,2016-07-15 09:53:01,"09:04:30","09:53:01",48.5166666666667
"991",6429,"Airport",102,"Trip Completed",2016-07-15 19:49:10,2016-07-15 20:34:01,"19:49:10","20:34:01",44.85
"992",6704,"Airport",102,"Trip Completed",2016-07-15 22:58:01,2016-07-15 23:59:35,"22:58:01","23:59:35",61.5666666666667
"993",2057,"Airport",103,"Trip Completed",2016-07-12 15:02:00,2016-07-12 15:36:00,"15:02:00","15:36:00",34
"994",3723,"Airport",103,"Trip Completed",2016-07-13 20:03:45,2016-07-13 20:57:08,"20:03:45","20:57:08",53.3833333333333
"995",4492,"City",103,"Trip Completed",2016-07-14 09:01:49,2016-07-14 10:05:11,"09:01:49","10:05:11",63.3666666666667
"996",5153,"Airport",103,"Trip Completed",2016-07-14 20:29:19,2016-07-14 21:38:20,"20:29:19","21:38:20",69.0166666666667
"997",6531,"City",103,"Trip Completed",2016-07-15 20:49:25,2016-07-15 21:27:36,"20:49:25","21:27:36",38.1833333333333
"998",521,"City",104,"Trip Completed",2016-07-11 09:48:00,2016-07-11 10:55:00,"09:48:00","10:55:00",67
"999",1850,"City",104,"Trip Completed",2016-07-12 09:45:00,2016-07-12 10:20:00,"09:45:00","10:20:00",35
"1000",2851,"Airport",104,"Trip Completed",2016-07-13 05:31:53,2016-07-13 06:39:33,"05:31:53","06:39:33",67.6666666666667
"1001",5380,"Airport",104,"Trip Completed",2016-07-14 23:50:28,2016-07-15 00:39:55,"23:50:28","00:39:55",49.45
"1002",5917,"Airport",104,"Trip Completed",2016-07-15 10:04:16,2016-07-15 10:54:15,"10:04:16","10:54:15",49.9833333333333
"1003",148,"Airport",105,"Trip Completed",2016-07-11 05:36:00,2016-07-11 06:46:00,"05:36:00","06:46:00",70
"1004",1113,"City",105,"Trip Completed",2016-07-11 20:18:00,2016-07-11 20:55:00,"20:18:00","20:55:00",37
"1005",1758,"Airport",105,"Trip Completed",2016-07-12 08:44:00,2016-07-12 09:19:00,"08:44:00","09:19:00",35
"1006",2395,"Airport",105,"Trip Completed",2016-07-12 19:55:00,2016-07-12 20:50:00,"19:55:00","20:50:00",55
"1007",2708,"Airport",105,"Trip Completed",2016-07-13 01:22:32,2016-07-13 02:35:10,"01:22:32","02:35:10",72.6333333333333
"1008",2995,"City",105,"Trip Completed",2016-07-13 07:07:32,2016-07-13 08:08:45,"07:07:32","08:08:45",61.2166666666667
"1009",3993,"City",105,"Trip Completed",2016-07-13 23:31:47,2016-07-14 00:14:14,"23:31:47","00:14:14",42.45
"1010",4724,"City",105,"Trip Completed",2016-07-14 13:52:36,2016-07-14 14:29:40,"13:52:36","14:29:40",37.0666666666667
"1011",5144,"Airport",105,"Trip Completed",2016-07-14 20:21:02,2016-07-14 21:16:51,"20:21:02","21:16:51",55.8166666666667
"1012",5572,"City",105,"Trip Completed",2016-07-15 05:46:37,2016-07-15 06:40:01,"05:46:37","06:40:01",53.4
"1013",5740,"Airport",105,"Trip Completed",2016-07-15 07:50:35,2016-07-15 08:58:39,"07:50:35","08:58:39",68.0666666666667
"1014",5938,"City",105,"Trip Completed",2016-07-15 10:16:24,2016-07-15 11:06:42,"10:16:24","11:06:42",50.3
"1015",6299,"City",105,"Trip Completed",2016-07-15 18:25:54,2016-07-15 19:07:36,"18:25:54","19:07:36",41.7
"1016",6695,"Airport",105,"Trip Completed",2016-07-15 22:45:03,2016-07-16 00:02:06,"22:45:03","00:02:06",77.05
"1017",507,"Airport",106,"Trip Completed",2016-07-11 09:40:00,2016-07-11 10:38:00,"09:40:00","10:38:00",58
"1018",1135,"Airport",106,"Trip Completed",2016-07-11 20:37:00,2016-07-11 21:29:00,"20:37:00","21:29:00",52
"1019",1479,"City",106,"Trip Completed",2016-07-12 05:16:00,2016-07-12 05:58:00,"05:16:00","05:58:00",42
"1020",3275,"City",106,"Trip Completed",2016-07-13 10:39:32,2016-07-13 11:39:21,"10:39:32","11:39:21",59.8166666666667
"1021",4078,"City",106,"Trip Completed",2016-07-14 02:10:33,2016-07-14 03:05:32,"02:10:33","03:05:32",54.9833333333333
"1022",4176,"Airport",106,"Trip Completed",2016-07-14 05:18:01,2016-07-14 06:01:38,"05:18:01","06:01:38",43.6166666666667
"1023",4776,"City",106,"Trip Completed",2016-07-14 16:16:30,2016-07-14 17:31:10,"16:16:30","17:31:10",74.6666666666667
"1024",4899,"Airport",106,"Trip Completed",2016-07-14 18:02:51,2016-07-14 19:01:55,"18:02:51","19:01:55",59.0666666666667
"1025",35,"City",107,"Trip Completed",2016-07-11 02:36:00,2016-07-11 03:03:00,"02:36:00","03:03:00",27
"1026",161,"Airport",107,"Trip Completed",2016-07-11 05:36:00,2016-07-11 06:10:00,"05:36:00","06:10:00",34
"1027",831,"Airport",107,"Trip Completed",2016-07-11 17:30:00,2016-07-11 18:19:00,"17:30:00","18:19:00",49
"1028",1080,"Airport",107,"Trip Completed",2016-07-11 19:59:00,2016-07-11 20:38:00,"19:59:00","20:38:00",39
"1029",2496,"City",107,"Trip Completed",2016-07-12 20:53:00,2016-07-12 21:33:00,"20:53:00","21:33:00",40
"1030",3141,"City",107,"Trip Completed",2016-07-13 08:58:47,2016-07-13 09:28:32,"08:58:47","09:28:32",29.75
"1031",3297,"City",107,"Trip Completed",2016-07-13 11:37:32,2016-07-13 12:14:07,"11:37:32","12:14:07",36.5833333333333
"1032",3602,"Airport",107,"Trip Completed",2016-07-13 18:40:02,2016-07-13 19:13:36,"18:40:02","19:13:36",33.5666666666667
"1033",4150,"City",107,"Trip Completed",2016-07-14 04:51:03,2016-07-14 05:50:07,"04:51:03","05:50:07",59.0666666666667
"1034",4361,"City",107,"Trip Completed",2016-07-14 07:29:29,2016-07-14 08:28:35,"07:29:29","08:28:35",59.1
"1035",4642,"City",107,"Trip Completed",2016-07-14 11:44:26,2016-07-14 12:41:11,"11:44:26","12:41:11",56.75
"1036",4752,"City",107,"Trip Completed",2016-07-14 15:19:35,2016-07-14 16:11:37,"15:19:35","16:11:37",52.0333333333333
"1037",4849,"City",107,"Trip Completed",2016-07-14 17:39:27,2016-07-14 18:44:26,"17:39:27","18:44:26",64.9833333333333
"1038",6199,"City",107,"Trip Completed",2016-07-15 17:25:23,2016-07-15 18:19:03,"17:25:23","18:19:03",53.6666666666667
"1039",241,"City",108,"Trip Completed",2016-07-11 06:31:00,2016-07-11 07:17:00,"06:31:00","07:17:00",46
"1040",1339,"Airport",108,"Trip Completed",2016-07-11 23:25:00,2016-07-12 00:32:00,"23:25:00","00:32:00",67
"1041",1454,"City",108,"Trip Completed",2016-07-12 04:54:00,2016-07-12 06:07:00,"04:54:00","06:07:00",73
"1042",4342,"City",108,"Trip Completed",2016-07-14 07:17:09,2016-07-14 08:15:45,"07:17:09","08:15:45",58.6
"1043",6766,"City",108,"Trip Completed",2016-07-15 00:06:56,2016-07-15 01:10:34,"00:06:56","01:10:34",63.6333333333333
"1044",6213,"City",108,"Trip Completed",2016-07-15 17:30:09,2016-07-15 18:32:51,"17:30:09","18:32:51",62.7
"1045",41,"City",109,"Trip Completed",2016-07-11 02:47:00,2016-07-11 03:23:00,"02:47:00","03:23:00",36
"1046",279,"Airport",109,"Trip Completed",2016-07-11 06:58:00,2016-07-11 07:47:00,"06:58:00","07:47:00",49
"1047",952,"City",109,"Trip Completed",2016-07-11 18:39:00,2016-07-11 19:19:00,"18:39:00","19:19:00",40
"1048",1200,"Airport",109,"Trip Completed",2016-07-11 21:13:00,2016-07-11 22:29:00,"21:13:00","22:29:00",76
